Date,Time,Temperature,Humidity
2018-01-01,03:46:05 AM,76.6,84.0
2018-01-01,03:47:31 AM,76.5,84.0
2018-01-01,03:48:58 AM,76.6,84.1
2018-01-01,03:50:24 AM,76.7,84.0
2018-01-01,03:51:50 AM,76.7,84.0
2018-01-01,03:53:17 AM,76.7,83.9
2018-01-01,03:54:43 AM,76.7,83.9
2018-01-01,03:56:10 AM,76.6,83.8
2018-01-01,03:57:36 AM,76.7,83.7
2018-01-01,03:59:02 AM,76.6,83.7
2018-01-01,04:00:29 AM,76.5,83.7
2018-01-01,04:01:55 AM,76.6,83.7
2018-01-01,04:03:22 AM,76.6,83.6
2018-01-01,04:04:48 AM,76.6,83.6
2018-01-01,04:06:14 AM,76.5,83.6
2018-01-01,04:07:41 AM,76.5,83.6
2018-01-01,04:09:07 AM,76.6,83.7
2018-01-01,04:10:34 AM,76.6,83.6
2018-01-01,04:12:00 AM,76.6,83.7
2018-01-01,04:13:26 AM,76.6,83.7
2018-01-01,04:14:53 AM,76.7,83.7
2018-01-01,04:16:19 AM,76.7,83.6
2018-01-01,04:17:46 AM,76.7,83.7
2018-01-01,04:19:12 AM,76.7,83.8
2018-01-01,04:20:38 AM,76.8,83.7
2018-01-01,04:22:05 AM,76.7,83.7
2018-01-01,04:23:31 AM,76.6,83.8
2018-01-01,04:24:58 AM,76.5,83.8
2018-01-01,04:26:24 AM,76.5,83.8
2018-01-01,04:27:50 AM,76.4,83.7
2018-01-01,04:29:17 AM,76.5,83.6
2018-01-01,04:30:43 AM,76.6,83.6
2018-01-01,04:32:10 AM,76.6,83.5
2018-01-01,04:33:36 AM,76.5,83.4
2018-01-01,04:35:02 AM,76.5,83.4
2018-01-01,04:36:29 AM,76.5,83.4
2018-01-01,04:37:55 AM,76.5,83.4
2018-01-01,04:39:22 AM,76.4,83.3
2018-01-01,04:40:48 AM,76.5,83.4
2018-01-01,04:42:14 AM,76.5,83.5
2018-01-01,04:43:41 AM,76.5,83.6
2018-01-01,04:45:07 AM,76.5,83.6
2018-01-01,04:46:34 AM,76.5,83.6
2018-01-01,04:48:00 AM,76.4,83.6
2018-01-01,04:49:26 AM,76.5,83.7
2018-01-01,04:50:53 AM,76.5,83.7
2018-01-01,04:52:19 AM,76.5,83.7
2018-01-01,04:53:46 AM,76.5,83.6
2018-01-01,04:55:12 AM,76.6,83.6
2018-01-01,04:56:38 AM,76.5,83.7
2018-01-01,04:58:05 AM,76.5,83.8
2018-01-01,04:59:31 AM,76.5,83.7
2018-01-01,05:00:58 AM,76.6,83.6
2018-01-01,05:02:24 AM,76.6,83.6
2018-01-01,05:03:50 AM,76.7,83.6
2018-01-01,05:05:17 AM,76.7,83.5
2018-01-01,05:06:43 AM,76.7,83.5
2018-01-01,05:08:10 AM,76.7,83.5
2018-01-01,05:09:36 AM,76.6,83.6
2018-01-01,05:11:02 AM,76.5,83.5
2018-01-01,05:12:29 AM,76.4,83.5
2018-01-01,05:13:55 AM,76.5,83.4
2018-01-01,05:15:22 AM,76.4,83.3
2018-01-01,05:16:48 AM,76.3,83.3
2018-01-01,05:18:14 AM,76.4,83.3
2018-01-01,05:19:41 AM,76.3,83.3
2018-01-01,05:21:07 AM,76.3,83.4
2018-01-01,05:22:34 AM,76.3,83.4
2018-01-01,05:24:00 AM,76.4,83.4
2018-01-01,05:25:26 AM,76.5,83.5
2018-01-01,05:26:53 AM,76.5,83.5
2018-01-01,05:28:19 AM,76.5,83.4
2018-01-01,05:29:46 AM,76.5,83.5
2018-01-01,05:31:12 AM,76.6,83.6
2018-01-01,05:32:38 AM,76.6,83.7
2018-01-01,05:34:05 AM,76.6,83.7
2018-01-01,05:35:31 AM,76.5,83.7
2018-01-01,05:36:58 AM,76.5,83.6
2018-01-01,05:38:24 AM,76.6,83.6
2018-01-01,05:39:50 AM,76.7,83.6
2018-01-01,05:41:17 AM,76.8,83.6
2018-01-01,05:42:43 AM,76.7,83.7
2018-01-01,05:44:10 AM,76.8,83.8
2018-01-01,05:45:36 AM,76.7,83.7
2018-01-01,05:47:02 AM,76.7,83.6
2018-01-01,05:48:29 AM,76.8,83.6
2018-01-01,05:49:55 AM,76.9,83.5
2018-01-01,05:51:22 AM,76.9,83.6
2018-01-01,05:52:48 AM,76.8,83.6
2018-01-01,05:54:14 AM,76.8,83.7
2018-01-01,05:55:41 AM,76.8,83.6
2018-01-01,05:57:07 AM,76.7,83.6
2018-01-01,05:58:34 AM,76.7,83.5
2018-01-01,06:00:00 AM,76.7,83.6
2018-01-01,06:01:26 AM,76.8,83.6
2018-01-01,06:02:53 AM,76.8,83.6
2018-01-01,06:04:19 AM,76.9,83.7
2018-01-01,06:05:46 AM,77.0,83.8
2018-01-01,06:07:12 AM,77.1,83.8
2018-01-01,06:08:38 AM,77.1,83.8
2018-01-01,06:10:05 AM,77.1,83.9
2018-01-01,06:11:31 AM,77.1,83.9
2018-01-01,06:12:58 AM,77.1,84.0
2018-01-01,06:14:24 AM,77.1,84.0
2018-01-01,06:15:50 AM,77.0,84.0
2018-01-01,06:17:17 AM,77.0,84.1
2018-01-01,06:18:43 AM,77.0,84.0
2018-01-01,06:20:10 AM,77.0,83.9
2018-01-01,06:21:36 AM,77.0,83.9
2018-01-01,06:23:02 AM,77.0,84.0
2018-01-01,06:24:29 AM,77.0,84.0
2018-01-01,06:25:55 AM,77.0,84.0
2018-01-01,06:27:22 AM,77.0,84.1
2018-01-01,06:28:48 AM,77.1,84.1
2018-01-01,06:30:14 AM,77.1,84.0
2018-01-01,06:31:41 AM,77.2,84.0
2018-01-01,06:33:07 AM,77.2,84.0
2018-01-01,06:34:34 AM,77.2,84.0
2018-01-01,06:36:00 AM,77.1,84.1
2018-01-01,06:37:26 AM,77.1,84.1
2018-01-01,06:38:53 AM,77.0,84.2
2018-01-01,06:40:19 AM,77.0,84.3
2018-01-01,06:41:46 AM,77.0,84.3
2018-01-01,06:43:12 AM,77.0,84.4
2018-01-01,06:44:38 AM,76.9,84.5
2018-01-01,06:46:05 AM,76.8,84.4
2018-01-01,06:47:31 AM,76.9,84.5
2018-01-01,06:48:58 AM,76.8,84.5
2018-01-01,06:50:24 AM,76.8,84.5
2018-01-01,06:51:50 AM,76.8,84.5
2018-01-01,06:53:17 AM,76.8,84.6
2018-01-01,06:54:43 AM,76.8,84.6
2018-01-01,06:56:10 AM,76.8,84.6
2018-01-01,06:57:36 AM,76.8,84.5
2018-01-01,06:59:02 AM,76.9,84.4
2018-01-01,07:00:29 AM,76.8,84.3
2018-01-01,07:01:55 AM,76.7,84.3
2018-01-01,07:03:22 AM,76.7,84.3
2018-01-01,07:04:48 AM,76.7,84.3
2018-01-01,07:06:14 AM,76.8,84.3
2018-01-01,07:07:41 AM,76.8,84.3
2018-01-01,07:09:07 AM,76.8,84.2
2018-01-01,07:10:34 AM,76.8,84.3
2018-01-01,07:12:00 AM,76.7,84.4
2018-01-01,07:13:26 AM,76.6,84.4
2018-01-01,07:14:53 AM,76.5,84.5
2018-01-01,07:16:19 AM,76.4,84.5
2018-01-01,07:17:46 AM,76.4,84.6
2018-01-01,07:19:12 AM,76.4,84.5
2018-01-01,07:20:38 AM,76.4,84.5
2018-01-01,07:22:05 AM,76.4,84.5
2018-01-01,07:23:31 AM,76.4,84.5
2018-01-01,07:24:58 AM,76.4,84.4
2018-01-01,07:26:24 AM,76.3,84.3
2018-01-01,07:27:50 AM,76.2,84.4
2018-01-01,07:29:17 AM,76.3,84.4
2018-01-01,07:30:43 AM,76.4,84.5
2018-01-01,07:32:10 AM,76.4,84.4
2018-01-01,07:33:36 AM,76.5,84.4
2018-01-01,07:35:02 AM,76.5,84.3
2018-01-01,07:36:29 AM,76.6,84.3
2018-01-01,07:37:55 AM,76.6,84.3
2018-01-01,07:39:22 AM,76.7,84.2
2018-01-01,07:40:48 AM,76.6,84.3
2018-01-01,07:42:14 AM,76.7,84.3
2018-01-01,07:43:41 AM,76.6,84.2
2018-01-01,07:45:07 AM,76.6,84.2
2018-01-01,07:46:34 AM,76.5,84.3
2018-01-01,07:48:00 AM,76.6,84.3
2018-01-01,07:49:26 AM,76.7,84.3
2018-01-01,07:50:53 AM,76.6,84.3
2018-01-01,07:52:19 AM,76.6,84.3
2018-01-01,07:53:46 AM,76.6,84.4
2018-01-01,07:55:12 AM,76.7,84.4
2018-01-01,07:56:38 AM,76.7,84.4
2018-01-01,07:58:05 AM,76.8,84.5
2018-01-01,07:59:31 AM,76.8,84.6
2018-01-01,08:00:58 AM,76.8,84.5
2018-01-01,08:02:24 AM,76.8,84.4
2018-01-01,08:03:50 AM,76.8,84.3
2018-01-01,08:05:17 AM,76.7,84.3
2018-01-01,08:06:43 AM,76.7,84.3
2018-01-01,08:08:10 AM,76.7,84.4
2018-01-01,08:09:36 AM,76.7,84.5
2018-01-01,08:11:02 AM,76.7,84.5
2018-01-01,08:12:29 AM,76.6,84.6
2018-01-01,08:13:55 AM,76.6,84.6
2018-01-01,08:15:22 AM,76.7,84.7
2018-01-01,08:16:48 AM,76.7,84.6
2018-01-01,08:18:14 AM,76.8,84.6
2018-01-01,08:19:41 AM,76.8,84.6
2018-01-01,08:21:07 AM,76.8,84.6
2018-01-01,08:22:34 AM,76.8,84.7
2018-01-01,08:24:00 AM,76.7,84.8
2018-01-01,08:25:26 AM,76.7,84.8
2018-01-01,08:26:53 AM,76.7,84.9
2018-01-01,08:28:19 AM,76.8,85.0
2018-01-01,08:29:46 AM,76.7,84.9
2018-01-01,08:31:12 AM,76.6,84.9
2018-01-01,08:32:38 AM,76.7,85.0
2018-01-01,08:34:05 AM,76.7,85.0
2018-01-01,08:35:31 AM,76.7,85.0
2018-01-01,08:36:58 AM,76.8,85.0
2018-01-01,08:38:24 AM,76.8,84.9
2018-01-01,08:39:50 AM,76.8,84.8
2018-01-01,08:41:17 AM,76.8,84.7
2018-01-01,08:42:43 AM,76.8,84.8
2018-01-01,08:44:10 AM,76.8,84.7
2018-01-01,08:45:36 AM,76.8,84.7
2018-01-01,08:47:02 AM,76.9,84.7
2018-01-01,08:48:29 AM,76.9,84.6
2018-01-01,08:49:55 AM,77.0,84.6
2018-01-01,08:51:22 AM,77.0,84.6
2018-01-01,08:52:48 AM,77.0,84.6
2018-01-01,08:54:14 AM,76.9,84.6
2018-01-01,08:55:41 AM,76.9,84.5
2018-01-01,08:57:07 AM,76.8,84.4
2018-01-01,08:58:34 AM,76.8,84.5
2018-01-01,09:00:00 AM,76.7,84.4
2018-01-01,09:01:26 AM,76.6,84.4
2018-01-01,09:02:53 AM,76.5,84.4
2018-01-01,09:04:19 AM,76.5,84.3
2018-01-01,09:05:46 AM,76.6,84.3
2018-01-01,09:07:12 AM,76.7,84.4
2018-01-01,09:08:38 AM,76.7,84.5
2018-01-01,09:10:05 AM,76.8,84.5
2018-01-01,09:11:31 AM,76.8,84.6
2018-01-01,09:12:58 AM,76.8,84.7
2018-01-01,09:14:24 AM,76.8,84.6
2018-01-01,09:15:50 AM,76.7,84.6
2018-01-01,09:17:17 AM,76.7,84.6
2018-01-01,09:18:43 AM,76.7,84.6
2018-01-01,09:20:10 AM,76.7,84.6
2018-01-01,09:21:36 AM,76.7,84.5
2018-01-01,09:23:02 AM,76.6,84.5
2018-01-01,09:24:29 AM,76.5,84.4
2018-01-01,09:25:55 AM,76.5,84.4
2018-01-01,09:27:22 AM,76.4,84.4
2018-01-01,09:28:48 AM,76.5,84.4
2018-01-01,09:30:14 AM,76.5,84.4
2018-01-01,09:31:41 AM,76.5,84.4
2018-01-01,09:33:07 AM,76.6,84.3
2018-01-01,09:34:34 AM,76.5,84.2
2018-01-01,09:36:00 AM,76.6,84.3
2018-01-01,09:37:26 AM,76.7,84.3
2018-01-01,09:38:53 AM,76.8,84.2
2018-01-01,09:40:19 AM,76.8,84.3
2018-01-01,09:41:46 AM,76.9,84.3
2018-01-01,09:43:12 AM,77.0,84.2
2018-01-01,09:44:38 AM,77.1,84.2
2018-01-01,09:46:05 AM,77.1,84.1
2018-01-01,09:47:31 AM,77.0,84.1
2018-01-01,09:48:58 AM,77.0,84.1
2018-01-01,09:50:24 AM,76.9,84.1
2018-01-01,09:51:50 AM,76.9,84.0
2018-01-01,09:53:17 AM,76.8,84.0
2018-01-01,09:54:43 AM,76.8,84.1
2018-01-01,09:56:10 AM,76.9,84.2
2018-01-01,09:57:36 AM,76.9,84.2
2018-01-01,09:59:02 AM,76.8,84.2
2018-01-01,10:00:29 AM,76.9,84.2
2018-01-01,10:01:55 AM,77.0,84.1
2018-01-01,10:03:22 AM,77.0,84.0
2018-01-01,10:04:48 AM,77.0,83.9
2018-01-01,10:06:14 AM,76.9,83.9
2018-01-01,10:07:41 AM,76.9,83.9
2018-01-01,10:09:07 AM,76.9,83.8
2018-01-01,10:10:34 AM,76.9,83.8
2018-01-01,10:12:00 AM,76.8,83.8
2018-01-01,10:13:26 AM,76.8,83.8
2018-01-01,10:14:53 AM,76.9,83.8
2018-01-01,10:16:19 AM,77.0,83.8
2018-01-01,10:17:46 AM,76.9,83.9
2018-01-01,10:19:12 AM,76.9,83.8
2018-01-01,10:20:38 AM,76.9,83.7
2018-01-01,10:22:05 AM,76.8,83.8
2018-01-01,10:23:31 AM,76.8,83.8
2018-01-01,10:24:58 AM,76.7,83.8
2018-01-01,10:26:24 AM,76.8,83.8
2018-01-01,10:27:50 AM,76.8,83.9
2018-01-01,10:29:17 AM,76.8,83.8
2018-01-01,10:30:43 AM,76.8,83.7
2018-01-01,10:32:10 AM,76.8,83.8
2018-01-01,10:33:36 AM,76.9,83.8
2018-01-01,10:35:02 AM,76.9,83.8
2018-01-01,10:36:29 AM,77.0,83.9
2018-01-01,10:37:55 AM,77.0,83.9
2018-01-01,10:39:22 AM,76.9,84.0
2018-01-01,10:40:48 AM,76.9,84.0
2018-01-01,10:42:14 AM,76.9,83.9
2018-01-01,10:43:41 AM,76.9,83.9
2018-01-01,10:45:07 AM,76.9,84.0
2018-01-01,10:46:34 AM,77.0,84.0
2018-01-01,10:48:00 AM,76.9,84.0
2018-01-01,10:49:26 AM,77.0,84.1
2018-01-01,10:50:53 AM,76.9,84.2
2018-01-01,10:52:19 AM,77.0,84.1
2018-01-01,10:53:46 AM,77.0,84.1
2018-01-01,10:55:12 AM,77.1,84.1
2018-01-01,10:56:38 AM,77.2,84.2
2018-01-01,10:58:05 AM,77.2,84.2
2018-01-01,10:59:31 AM,77.3,84.3
2018-01-01,11:00:58 AM,77.2,84.4
2018-01-01,11:02:24 AM,77.3,84.3
2018-01-01,11:03:50 AM,77.2,84.2
2018-01-01,11:05:17 AM,77.3,84.3
2018-01-01,11:06:43 AM,77.3,84.2
2018-01-01,11:08:10 AM,77.3,84.2
2018-01-01,11:09:36 AM,77.2,84.2
2018-01-01,11:11:02 AM,77.2,84.2
2018-01-01,11:12:29 AM,77.2,84.2
2018-01-01,11:13:55 AM,77.2,84.2
2018-01-01,11:15:22 AM,77.1,84.3
2018-01-01,11:16:48 AM,77.1,84.3
2018-01-01,11:18:14 AM,77.1,84.3
2018-01-01,11:19:41 AM,77.1,84.3
2018-01-01,11:21:07 AM,77.2,84.3
2018-01-01,11:22:34 AM,77.2,84.4
2018-01-01,11:24:00 AM,77.1,84.4
2018-01-01,11:25:26 AM,77.0,84.4
2018-01-01,11:26:53 AM,76.9,84.4
2018-01-01,11:28:19 AM,76.9,84.5
2018-01-01,11:29:46 AM,76.8,84.6
2018-01-01,11:31:12 AM,76.8,84.6
2018-01-01,11:32:38 AM,76.7,84.7
2018-01-01,11:34:05 AM,76.7,84.8
2018-01-01,11:35:31 AM,76.6,84.8
2018-01-01,11:36:58 AM,76.6,84.7
2018-01-01,11:38:24 AM,76.6,84.8
2018-01-01,11:39:50 AM,76.6,84.8
2018-01-01,11:41:17 AM,76.6,84.8
2018-01-01,11:42:43 AM,76.7,84.7
2018-01-01,11:44:10 AM,76.7,84.8
2018-01-01,11:45:36 AM,76.6,84.9
2018-01-01,11:47:02 AM,76.6,84.8
2018-01-01,11:48:29 AM,76.6,84.7
2018-01-01,11:49:55 AM,76.5,84.7
2018-01-01,11:51:22 AM,76.5,84.7
2018-01-01,11:52:48 AM,76.5,84.7
2018-01-01,11:54:14 AM,76.5,84.6
2018-01-01,11:55:41 AM,76.4,84.5
2018-01-01,11:57:07 AM,76.5,84.4
2018-01-01,11:58:34 AM,76.5,84.5
2018-01-01,12:00:00 PM,76.5,84.5
2018-01-01,12:01:26 PM,76.6,84.5
2018-01-01,12:02:53 PM,76.6,84.5
2018-01-01,12:04:19 PM,76.5,84.6
2018-01-01,12:05:46 PM,76.4,84.5
2018-01-01,12:07:12 PM,76.5,84.4
2018-01-01,12:08:38 PM,76.5,84.4
2018-01-01,12:10:05 PM,76.6,84.4
2018-01-01,12:11:31 PM,76.7,84.4
2018-01-01,12:12:58 PM,76.7,84.3
2018-01-01,12:14:24 PM,76.6,84.4
2018-01-01,12:15:50 PM,76.7,84.3
2018-01-01,12:17:17 PM,76.8,84.3
2018-01-01,12:18:43 PM,76.7,84.3
2018-01-01,12:20:10 PM,76.8,84.2
2018-01-01,12:21:36 PM,76.8,84.2
2018-01-01,12:23:02 PM,76.8,84.2
2018-01-01,12:24:29 PM,76.7,84.2
2018-01-01,12:25:55 PM,76.7,84.2
2018-01-01,12:27:22 PM,76.6,84.1
2018-01-01,12:28:48 PM,76.6,84.0
2018-01-01,12:30:14 PM,76.6,84.0
2018-01-01,12:31:41 PM,76.7,83.9
2018-01-01,12:33:07 PM,76.8,83.9
2018-01-01,12:34:34 PM,76.9,84.0
2018-01-01,12:36:00 PM,76.9,84.0
2018-01-01,12:37:26 PM,76.9,84.1
2018-01-01,12:38:53 PM,76.8,84.2
2018-01-01,12:40:19 PM,76.8,84.2
2018-01-01,12:41:46 PM,76.8,84.2
2018-01-01,12:43:12 PM,76.9,84.2
2018-01-01,12:44:38 PM,76.9,84.3
2018-01-01,12:46:05 PM,76.8,84.4
2018-01-01,12:47:31 PM,76.9,84.4
2018-01-01,12:48:58 PM,76.9,84.4
2018-01-01,12:50:24 PM,76.8,84.3
2018-01-01,12:51:50 PM,76.8,84.4
2018-01-01,12:53:17 PM,76.9,84.3
2018-01-01,12:54:43 PM,76.8,84.3
2018-01-01,12:56:10 PM,76.8,84.3
2018-01-01,12:57:36 PM,76.8,84.3
2018-01-01,12:59:02 PM,76.7,84.3
2018-01-01,01:00:29 PM,76.7,84.3
2018-01-01,01:01:55 PM,76.7,84.4
2018-01-01,01:03:22 PM,76.8,84.4
2018-01-01,01:04:48 PM,76.7,84.3
2018-01-01,01:06:14 PM,76.6,84.2
2018-01-01,01:07:41 PM,76.5,84.3
2018-01-01,01:09:07 PM,76.5,84.3
2018-01-01,01:10:34 PM,76.5,84.3
2018-01-01,01:12:00 PM,76.6,84.2
2018-01-01,01:13:26 PM,76.7,84.3
2018-01-01,01:14:53 PM,76.6,84.4
2018-01-01,01:16:19 PM,76.6,84.3
2018-01-01,01:17:46 PM,76.6,84.4
2018-01-01,01:19:12 PM,76.5,84.3
2018-01-01,01:20:38 PM,76.5,84.3
2018-01-01,01:22:05 PM,76.6,84.3
2018-01-01,01:23:31 PM,76.6,84.2
2018-01-01,01:24:58 PM,76.6,84.1
2018-01-01,01:26:24 PM,76.6,84.1
2018-01-01,01:27:50 PM,76.5,84.0
2018-01-01,01:29:17 PM,76.5,84.0
2018-01-01,01:30:43 PM,76.5,83.9
2018-01-01,01:32:10 PM,76.5,83.8
2018-01-01,01:33:36 PM,76.6,83.8
2018-01-01,01:35:02 PM,76.5,83.7
2018-01-01,01:36:29 PM,76.4,83.6
2018-01-01,01:37:55 PM,76.4,83.5
2018-01-01,01:39:22 PM,76.5,83.5
2018-01-01,01:40:48 PM,76.5,83.6
2018-01-01,01:42:14 PM,76.4,83.6
2018-01-01,01:43:41 PM,76.4,83.6
2018-01-01,01:45:07 PM,76.5,83.6
2018-01-01,01:46:34 PM,76.6,83.7
2018-01-01,01:48:00 PM,76.6,83.8
2018-01-01,01:49:26 PM,76.6,83.7
2018-01-01,01:50:53 PM,76.7,83.7
2018-01-01,01:52:19 PM,76.7,83.7
2018-01-01,01:53:46 PM,76.7,83.7
2018-01-01,01:55:12 PM,76.6,83.7
2018-01-01,01:56:38 PM,76.7,83.7
